Cluster i: 0
total projects:143
total patterns:86
'(.)'	12,412,757,759,852,961,1087,1221,1511
'#define\\WDB_VERSION_PATCH\\W(\\d+)'	12,1087,1580




Cluster i: 1157
total projects:3
total patterns:1
'ELEMENT FACE INTERCONNECTIVITY DATA'	262,267,268




Cluster i: 1158
total projects:3
total patterns:1
u'\\{\\{ plugin_object (\\d+) \\}\\}'	1121,1320,1355




Cluster i: 1159
total projects:3
total patterns:1
'([A-Z0-9]+) \\/\\* Resources \\*\\/'	289,638,956




Cluster i: 1160
total projects:3
total patterns:1
'([A-Z0-9]+) \\/\\* Frameworks \\*\\/'	289,638,956




Cluster i: 1161
total projects:3
total patterns:1
'^#define ASYNC_PROTOCOL_MAJOR\t*(.*)'	515,1245,1373




Cluster i: 1162
total projects:3
total patterns:1
'^\\s*(([A-Z][a-z]*)+),?\\s*# (\\d+)$'	462,690,1119




Cluster i: 1163
total projects:3
total patterns:1
'__start_tp_report(.*)__end_tp_report'	1007,1015,1032




Cluster i: 1164
total projects:3
total patterns:1
'([^ ]+) ([^ ]+)(( HTTP/([0-9.]+))$|$)'	107,1225,1638




Cluster i: 1165
total projects:3
total patterns:1
'([0-9]+) INFO TEST-START . Shutdown.*'	1007,1015,1032




Cluster i: 1166
total projects:3
total patterns:1
'Microsoft Visual C\\+\\+ Toolkit 2003'	241,874,1249




Cluster i: 1167
total projects:3
total patterns:1
'^struct\\[([a-zA-Z_][a-zA-Z0-9_]*)\\]$'	768,825,1007




Cluster i: 1168
total projects:3
total patterns:1
'(.*[Jj]amfile\\.v2)|(.*[Bb]uild\\.jam)'	241,874,1249




Cluster i: 1169
total projects:3
total patterns:1
'sqlalchemy/([a-z_]+/){0,2}[a-z_]+\\.py'	1415,1469,1580




Cluster i: 1170
total projects:3
total patterns:1
'[ \t]+([A-Z0-9]+) \\/\\* (.+) \\*\\/,\n'	289,638,956




Cluster i: 1171
total projects:3
total patterns:1
'.*(\\d\\.\\d) \\d+ \\(experimental\\).*'	1007,1015,1032




Cluster i: 1172
total projects:3
total patterns:1
'<type>boost::(lazy_)?(enable|disable)_if'	241,874,1249




Cluster i: 1173
total projects:3
total patterns:1
"Success: created profile .* at '([^']+)'"	1007,1015,1032




Cluster i: 1174
total projects:3
total patterns:1
'%(@|d|f|lld|\\d+\\.?f|\\d+\\.\\d+f|\\d+d)'	194,199,289




Cluster i: 1175
total projects:3
total patterns:1
'^const int ASYNC_PROTOCOL_MINOR\t*= (.*);'	515,1245,1373




Cluster i: 1176
total projects:3
total patterns:1
'^(pgpgin|pgpgout|pswpin|pswpout)\\s(\\d+)'	1183,1506,1510




Cluster i: 1177
total projects:3
total patterns:1
'.*lib(stdc\\+\\+|gcc_s).* => (.*) \\(.*\\)'	515,1245,1373




Cluster i: 1178
total projects:3
total patterns:1
'chrome\\/help\\/images\\/[A-Za-z-_]+\\.png'	119,1015,1032




Cluster i: 1179
total projects:3
total patterns:1
'\\/\\* Begin PBXBuildFile section \\*\\/\n'	289,638,956




Cluster i: 1180
total projects:3
total patterns:1
'ip(engine|controller)z-\\d+\\.(log|err|out)'	422,747,1517




Cluster i: 1181
total projects:3
total patterns:1
'(\\s*def\\s+\\w+\\s*)\\[(html|plain)\\](.*)'	498,602,1495




Cluster i: 1182
total projects:3
total patterns:1
'([\\d.]+) ([\\d.]+) ([\\d.]+) (\\d+)/(\\d+)'	1183,1506,1510




Cluster i: 1183
total projects:3
total patterns:1
'^@[Rr][Ee][Ll][Aa][Tt][Ii][Oo][Nn]\\s*(\\S*)'	531,832,846




Cluster i: 1184
total projects:3
total patterns:1
'\\s?((["][^"]*["]|[\'][^\']*[\'])\\s+dluohs)'	1025,1215,1423




Cluster i: 1185
total projects:3
total patterns:1
'^\\s*#define SSH_([A-Z_]+)\\s+([0-9x]*)\\s*$'	557,1223,1420




Cluster i: 1186
total projects:3
total patterns:1
'^([,;/%?]|!!?|\\s*)\\s*([\\w\\.]+)(\\s+.*$|$)'	422,602,747




Cluster i: 1187
total projects:3
total patterns:1
'get_ipython\\(\\)\\.magic\\(u?["\\\']%?autopx'	747,1517,1580




Cluster i: 1188
total projects:3
total patterns:1
"(^\\s+Address 0x)[0-9A-Fa-f]+( is not stack'd)"	1007,1015,1032




Cluster i: 1189
total projects:3
total patterns:1
'^([ \t]*class +[a-zA-Z0-9_]+) *( *) *((=.*)?):'	12,1054,1087




Cluster i: 1190
total projects:3
total patterns:1
'^@@ -([0-9]*),([0-9]*) \\+([0-9]*),([0-9]*) @@'	696,1025,1322




Cluster i: 1191
total projects:3
total patterns:1
'\\/\\* Begin PBXFileReference section \\*\\/\n'	289,638,956




Cluster i: 1192
total projects:3
total patterns:1
'(js_Execute|CallHook) ([^ ]+) ([^ ]+ )?([^ ]+ms)'	1007,1015,1032




Cluster i: 1193
total projects:3
total patterns:1
'^@[Aa][Tt][Tt][Rr][Ii][Bb][Uu][Tt][Ee]\\s*(..*$)'	531,832,846




Cluster i: 1194
total projects:3
total patterns:1
'^content-range: bytes ([0-9]+)-([0-9]+)/([0-9]+)$'	557,1223,1420




Cluster i: 1195
total projects:3
total patterns:1
'browser\\.contentHandlers\\.types\\.([0-5])\\.uri'	1007,1015,1032




Cluster i: 1196
total projects:3
total patterns:1
'^\\s+File .*erroneous\\.py., line \\d+, in setUp$'	557,1223,1420




Cluster i: 1197
total projects:3
total patterns:1
'^\\s*public static final int ([A-Z_]+) = (\\d+);$'	462,690,1119




Cluster i: 1198
total projects:3
total patterns:1
'__start_page_load_report(.*)__end_page_load_report'	1007,1015,1032




Cluster i: 1199
total projects:3
total patterns:1
'(_F2PY_STRING_CONSTANT_\\d+_|F2PY_EXPR_TUPLE_\\d+)'	356,518,787




Cluster i: 1200
total projects:3
total patterns:1
'(\\d+),\\s*(\\d+),\\s*(\\d+),\\s*(\\d+),\\s*(\\d+)'	262,267,268




Cluster i: 1201
total projects:3
total patterns:1
'^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}\\.\\d+$'	422,747,1517




Cluster i: 1202
total projects:3
total patterns:1
'browser\\.contentHandlers\\.types\\.([0-5])\\.title'	1007,1015,1032




Cluster i: 1203
total projects:3
total patterns:1
'Received: From yyy.com \\(\\[.*\\]\\) by localhost;'	557,1223,1420




Cluster i: 1204
total projects:3
total patterns:1
u'^([a-z0-9.-]+|\\[[a-f0-9]*:[a-f0-9:]+\\])(:\\d+)?$'	1012,1158,1580




Cluster i: 1205
total projects:3
total patterns:1
'(TARGET_XPCOM_ABI|OS_TARGET|MOZ_DEBUG)\\s*=\\s*(.*)'	1007,1015,1032




Cluster i: 1206
total projects:3
total patterns:1
'^(.+)[ \\._\\-]([0-9]{1})([0-9]{2})[\\._ -][^\\/]*$'	506,1269,1498




Cluster i: 1207
total projects:3
total patterns:1
'==\\d+==\\s+possibly\\s+lost:\\s+([0-9,]+)\\s+bytes'	1007,1015,1032




Cluster i: 1208
total projects:3
total patterns:1
'goog\\.provide\\s*\\(\\s*[\'"]([^\\)]+)[\'"]\\s*\\)'	240,343,1336




Cluster i: 1209
total projects:3
total patterns:1
'goog\\.require\\s*\\(\\s*[\'"]([^\\)]+)[\'"]\\s*\\)'	240,343,1336




Cluster i: 1210
total projects:3
total patterns:1
'^\\s+raise RuntimeError\\(self.hiddenExceptionMsg\\)'	557,1223,1420




Cluster i: 1211
total projects:3
total patterns:1
'==\\d+==\\s+still\\s+reachable:\\s+([0-9,]+)\\s+bytes'	1007,1015,1032




Cluster i: 1212
total projects:3
total patterns:1
'^\\s+File .*erroneous\\.py., line \\d+, in test_fail$'	557,1223,1420




Cluster i: 1213
total projects:3
total patterns:1
'^(.+)[ \\._\\-]([0-9]{2})([0-9]{2,3})[\\._ -][^\\/]*$'	506,1269,1498




Cluster i: 1214
total projects:3
total patterns:1
'\\s*([0-9a-fA-F]+)\\s+([0-9a-fA-F]+)\\s+([0-9a-fA-F]+)'	1007,1015,1032




Cluster i: 1215
total projects:3
total patterns:1
'[ \t]+([A-Z0-9]+) \\/\\* PBXTargetDependency \\*\\/,\n'	289,638,956




Cluster i: 1216
total projects:3
total patterns:1
'^[ \t]+def +[a-zA-Z0-9_]+ *( *self *, *(( *(.*) *)) *) *:'	12,1054,1087




Cluster i: 1217
total projects:3
total patterns:1
'(.*)\\.([0123456789]+)\\.([0123456789]+)\\.([0123456789]+)$'	241,874,1249




Cluster i: 1218
total projects:3
total patterns:1
'^\\s*#\\s*define\\s+OPENSSL_VERSION_NUMBER\\s+(0x[0-9a-fA-F]+)'	12,1087,1580




Cluster i: 1219
total projects:3
total patterns:1
'^\\s+File .*erroneous\\.py., line \\d+, in testHiddenException$'	557,1223,1420




Cluster i: 1220
total projects:3
total patterns:1
'^([MACDRUG_ ][MACDRUG_ ])(.)(.)   .   [^0-9-]+(\\d+|-)(.{23})(.+)'	241,874,1249




Cluster i: 1221
total projects:3
total patterns:1
'^([0-9\\.]+)\\s*([0-9\\.]+)\\s*([0-9\\.]+)\\s*([0-9]+)\\/([0-9]+)'	1183,1506,1510




Cluster i: 1222
total projects:3
total patterns:1
'^.+\\@(\\[?)[a-zA-Z0-9\\-\\.]+\\.([a-zA-Z]{2,3}|[0-9]{1,3})(\\]?)$'	840,1495,1608




Cluster i: 1223
total projects:3
total patterns:1
'(\\d{4})-(\\d{2})-(\\d{2})\\s+(\\d{2}):(\\d{2}):(\\d{2})(\\.\\d+)?'	220,1003,1247




Cluster i: 1224
total projects:3
total patterns:1
'.*\\n.*f_edx:(.*)\\n.*f_ecx:(.*)\\n.*extf_edx:(.*)\n.*extf_ecx:(.*)'	560,1317,1501




Cluster i: 1225
total projects:3
total patterns:1
'^([0-9]{4})~([01][0-9])~([0-9]{2})~([0-9]{1,2})~([0-9]{2})~([0-9]{2})$'	1269,1469,1498




Cluster i: 1226
total projects:3
total patterns:1
'^([01]?[0-9])~([0-9]{2})~([0-9]{4})~([0-9]{1,2})~([0-9]{2})~([0-9]{2})$'	1269,1469,1498




Cluster i: 1227
total projects:3
total patterns:1
u'(\\d{4})-([^-]+)-(\\d{,2})T(\\d{,2}):(\\d{2})((\\+|-)(\\d{,2}:\\d{2}))'	220,1003,1247




Cluster i: 1228
total projects:3
total patterns:1
u'^\\s*var\\s+[a-zA-Z_$]\\w*\\s*=\\s*function\\s+([a-zA-Z_$]\\w*)\\s*\\('	304,1025,1322




Cluster i: 1229
total projects:3
total patterns:1
'http://example.com/login\\?next=http%3A%2F%2Flocalhost%3A[0-9]+%2Fabsolute'	552,606,800




Cluster i: 1230
total projects:3
total patterns:1
'(\\w{,3}), (\\d{,4})/(\\d{,2})/(\\d{2}) (\\d{,2}):(\\d{2}):(\\d{2}) (\\w{,3})'	220,1003,1247




Cluster i: 1231
total projects:3
total patterns:1
'(\\d+) bytes \\(\\d+\\.*\\d* \\w*\\) copied, (\\d+\\.*\\d*) s, \\d+\\.*\\d* \\w./s'	560,1317,1501




Cluster i: 1232
total projects:3
total patterns:1
"(^\\s+Address 0x)[0-9A-Fa-f]+( is )\\d+( bytes inside a block of size )[0-9,]+( free'd)"	1007,1015,1032




Cluster i: 1233
total projects:3
total patterns:1
u'([^,]+),\\s+(\\d{2})\\s+([^\\s]+)\\s+(\\d{4})\\s+(\\d{2}):(\\d{2}):(\\d{2})\\s+([^\\s]+)'	220,1003,1247




Cluster i: 1234
total projects:3
total patterns:1
'==\\d+==\\s+malloc/free:\\s+[0-9,]+\\s+allocs,\\s+[0-9,]+\\s+frees,\\s+([0-9,]+)\\s+bytes allocated.'	1007,1015,1032




Cluster i: 1235
total projects:3
total patterns:1
'^(syn keyword vimCommand contained|syn keyword vimOption contained|syn keyword vimAutoEvent contained)\\s+(.*)'	147,181,1087




Cluster i: 1236
total projects:3
total patterns:1
'^(MemTotal|MemFree|Buffers|Cached|SwapCached|Active|Inactive|SwapTotal|SwapFree|Dirty|VmallocTotal|VmallocUser|VmallocChunk):\\s*(\\d+)\\s*kB'	1183,1506,1510




Cluster i: 1237
total projects:3
total patterns:1
'\n                            \\s* ([^\\s;]+) \\s*            #content-coding\n                            (;\\s* q \\s*=\\s* ([0-9\\.]+))? #q\n                            '	1054,1087,1580




Cluster i: 1238
total projects:3
total patterns:1
'^js\\(\\d+,0x[0-9a-f]+\\) malloc: \\*\\*\\* error for object 0x[0-9a-f]+: pointer being freed was not allocated\\n\\*\\*\\* set a breakppoint in malloc_error_break to debug\\n$'	1007,1015,1032




Cluster i: 1239
total projects:2
total patterns:2
'SUSE'	1317,1501
'.*SUSE.*'	1317,1501




Cluster i: 1240
total projects:2
total patterns:2
'[. -]'	1269,1498
'[\\.\\-\\ ]'	1269,1498




Cluster i: 1241
total projects:2
total patterns:2
'\\*\\S'	171,1381
'\\*(\\S+)'	171,1381




Cluster i: 1242
total projects:2
total patterns:2
'.*\\*$'	1054,1198
'(.*)\\*$'	1054,1198




Cluster i: 1243
total projects:2
total patterns:2
'foo.*bar'	340,1557
'.*foo.*bar'	340,1557




Cluster i: 1244
total projects:2
total patterns:2
'[aeiouy].'	866,1184
'[^aeiouy]*[aeiouy]+[^aeiouy](\\w*)'	866,1184




Cluster i: 1245
total projects:2
total patterns:2
'  http://'	241,1249
'  (http://.*)'	241,1249




Cluster i: 1246
total projects:2
total patterns:2
u'\\$\\{.+\\}'	553,1414
u'.*\\$\\{.+\\}.*'	553,1414




Cluster i: 1247
total projects:2
total patterns:2
'filename = .*'	757,1087
'(filename = ).*'	757,1087




Cluster i: 1248
total projects:2
total patterns:2
'[$][{]\\d+:([^}]+)[}]'	1025,1322
'(\\$\\{)\\d+(:[^}]+\\})'	1025,1322




Cluster i: 1249
total projects:2
total patterns:2
'^(\\w+|/|\\.|\\(|\\"|\\\')'	171,1381
'^(\\w+|/|\\.|\\*|\\"|\\\')'	171,1381




Cluster i: 1250
total projects:2
total patterns:2
'^\\s+\\(c-name\\s+([^\\s]+)\\s*\\)$'	1054,1198
'^(\\s+\\(c-name\\s+)([^\\s]+)(\\s*\\))$'	1054,1198




Cluster i: 1251
total projects:2
total patterns:2
'^([^:]*):([^@]*)@([^:]*):([^/]*)/([^/]*)/?(.*)'	1506,1510
'^([^:]*):([^@]*)@([^:]*):([^/]*)/([^/]*)/?(.*)$'	1506,1510




Cluster i: 1252
total projects:2
total patterns:2
'^(.*) ?\\[([^ ]*) \\+(0x[0-9A-F]{1,8})\\](.*)$'	1015,1032
'^([ \\|0-9-]*)(.*) ?\\[([^ ]*) \\+(0x[0-9A-F]{1,8})\\](.*)$'	1015,1032




Cluster i: 1253
total projects:2
total patterns:1
'B'	109,182




Cluster i: 1254
total projects:2
total patterns:1
'e'	101,1633




Cluster i: 1255
total projects:2
total patterns:1
's'	1248,1557




Cluster i: 1256
total projects:2
total patterns:1
'r'	341,1068




Cluster i: 1257
total projects:2
total patterns:1
'h$'	1199,1300




Cluster i: 1258
total projects:2
total patterns:1
'%i'	518,787




Cluster i: 1259
total projects:2
total patterns:1
'%e'	518,787




Cluster i: 1260
total projects:2
total patterns:1
': '	1632,1639




Cluster i: 1261
total projects:2
total patterns:1
's$'	317,407




Cluster i: 1262
total projects:2
total patterns:1
'^-+'	360,1216




Cluster i: 1263
total projects:2
total patterns:1
'LUN'	779,1407




Cluster i: 1264
total projects:2
total patterns:1
'^\n'	23,1363




Cluster i: 1265
total projects:2
total patterns:1
'xen'	1317,1501




Cluster i: 1266
total projects:2
total patterns:1
'tap'	1317,1501




Cluster i: 1267
total projects:2
total patterns:1
'set'	1317,1501




Cluster i: 1268
total projects:2
total patterns:1
'hdc'	1317,1501




Cluster i: 1269
total projects:2
total patterns:1
'el6'	1317,1501




Cluster i: 1270
total projects:2
total patterns:1
'^de'	147,181




Cluster i: 1271
total projects:2
total patterns:1
'%20'	110,1247




Cluster i: 1272
total projects:2
total patterns:1
'c.*'	518,787




Cluster i: 1273
total projects:2
total patterns:1
'%pi'	518,787




Cluster i: 1274
total projects:2
total patterns:1
'zip$'	1317,1501




Cluster i: 1275
total projects:2
total patterns:1
'[ -]'	1248,1269




Cluster i: 1276
total projects:2
total patterns:1
'mac='	1317,1501




Cluster i: 1277
total projects:2
total patterns:1
'idle'	1317,1501




Cluster i: 1278
total projects:2
total patterns:1
'\x01'	757,1087




Cluster i: 1279
total projects:2
total patterns:1
'date'	1028,1039




Cluster i: 1280
total projects:2
total patterns:1
'\\^@'	1317,1501




Cluster i: 1281
total projects:2
total patterns:1
'[mM]'	1317,1501




Cluster i: 1282
total projects:2
total patterns:1
'[kK]'	1317,1501




Cluster i: 1283
total projects:2
total patterns:1
'[gG]'	1317,1501




Cluster i: 1284
total projects:2
total patterns:1
'lost'	1199,1300




Cluster i: 1285
total projects:2
total patterns:1
'TIME'	1317,1501




Cluster i: 1286
total projects:2
total patterns:1
'fail'	1199,1300




Cluster i: 1287
total projects:2
total patterns:1
'^run'	241,1249




Cluster i: 1288
total projects:2
total patterns:1
'</p>'	110,1004




Cluster i: 1289
total projects:2
total patterns:1
':   '	1632,1639




Cluster i: 1290
total projects:2
total patterns:1
'^gui'	810,985




Cluster i: 1291
total projects:2
total patterns:1
'^bob'	810,985




Cluster i: 1292
total projects:2
total patterns:1
'^Gui'	810,985




Cluster i: 1293
total projects:2
total patterns:1
', *<'	1263,1580




Cluster i: 1294
total projects:2
total patterns:1
'\\\\`'	9,148




Cluster i: 1295
total projects:2
total patterns:1
'\\\\-'	9,148




Cluster i: 1296
total projects:2
total patterns:1
'=...='	757,1087




Cluster i: 1297
total projects:2
total patterns:1
'\\.1$'	391,872




Cluster i: 1298
total projects:2
total patterns:1
'^link'	241,1249




Cluster i: 1299
total projects:2
total patterns:1
'&amp;'	220,1150




Cluster i: 1300
total projects:2
total patterns:1
' \\| '	1632,1639




Cluster i: 1301
total projects:2
total patterns:1
'file='	1317,1501




Cluster i: 1302
total projects:2
total patterns:1
'total'	1317,1501




Cluster i: 1303
total projects:2
total patterns:1
'^### '	1317,1501




Cluster i: 1304
total projects:2
total patterns:1
'(H|S)'	109,182




Cluster i: 1305
total projects:2
total patterns:1
'100.*'	340,1557




Cluster i: 1306
total projects:2
total patterns:1
'</?u>'	169,179




Cluster i: 1307
total projects:2
total patterns:1
'[:@/]'	1415,1580




Cluster i: 1308
total projects:2
total patterns:1
'start'	1317,1501




Cluster i: 1309
total projects:2
total patterns:1
'test4'	1199,1300




Cluster i: 1310
total projects:2
total patterns:1
'test3'	1199,1300




Cluster i: 1311
total projects:2
total patterns:1
'test2'	1199,1300




Cluster i: 1312
total projects:2
total patterns:1
'/bcr/'	1028,1039




Cluster i: 1313
total projects:2
total patterns:1
'-\\d+'	1047,1248




Cluster i: 1314
total projects:2
total patterns:1
'count'	1317,1501




Cluster i: 1315
total projects:2
total patterns:1
'[<>=]'	1317,1501




Cluster i: 1316
total projects:2
total patterns:1
'[/,-]'	386,1181




Cluster i: 1317
total projects:2
total patterns:1
'Total'	1317,1501




Cluster i: 1318
total projects:2
total patterns:1
'ubuntu'	14,727




Cluster i: 1319
total projects:2
total patterns:1
'["!|@]'	757,1087




Cluster i: 1320
total projects:2
total patterns:1
'^[#/;]'	386,1181




Cluster i: 1321
total projects:2
total patterns:1
'/cgcc/'	1028,1039




Cluster i: 1322
total projects:2
total patterns:1
'Debian'	1317,1501




Cluster i: 1323
total projects:2
total patterns:1
'FAIL -'	1015,1032




Cluster i: 1324
total projects:2
total patterns:1
'biltxt'	109,182




Cluster i: 1325
total projects:2
total patterns:1
'^major'	492,1364




Cluster i: 1326
total projects:2
total patterns:1
'Fedora'	1317,1501




Cluster i: 1327
total projects:2
total patterns:1
'(Y=.*)'	147,181




Cluster i: 1328
total projects:2
total patterns:1
'Usage:'	1317,1501




Cluster i: 1329
total projects:2
total patterns:1
'^audio'	959,1276




Cluster i: 1330
total projects:2
total patterns:1
'diff -'	103,130




Cluster i: 1331
total projects:2
total patterns:1
'shell:'	1317,1501




Cluster i: 1332
total projects:2
total patterns:1
'Status'	225,1255




Cluster i: 1333
total projects:2
total patterns:1
'<!--.*'	636,1125




Cluster i: 1334
total projects:2
total patterns:1
'fd\\d+'	1317,1501




Cluster i: 1335
total projects:2
total patterns:1
'cirrus'	1317,1501




Cluster i: 1336
total projects:2
total patterns:1
'^[A-Z]'	682,1478




Cluster i: 1337
total projects:2
total patterns:1
'Ubuntu'	1317,1501




Cluster i: 1338
total projects:2
total patterns:1
'{\\w+}'	622,950




Cluster i: 1339
total projects:2
total patterns:1
'__.*__'	640,662




Cluster i: 1340
total projects:2
total patterns:1
'virtio'	1317,1501




Cluster i: 1341
total projects:2
total patterns:1
'\\\\\\.'	9,148




Cluster i: 1342
total projects:2
total patterns:1
'DEFAULT'	1415,1580




Cluster i: 1343
total projects:2
total patterns:1
'\\W%\\W'	1223,1420




Cluster i: 1344
total projects:2
total patterns:1
'EXAMPLE'	1317,1501




Cluster i: 1345
total projects:2
total patterns:1
':(\\s+)'	753,942




Cluster i: 1346
total projects:2
total patterns:1
'No open'	1317,1501




Cluster i: 1347
total projects:2
total patterns:1
'^P(\\d)'	1223,1420




Cluster i: 1348
total projects:2
total patterns:1
'&#8230;'	9,148




Cluster i: 1349
total projects:2
total patterns:1
'&#8221;'	9,148




Cluster i: 1350
total projects:2
total patterns:1
'&#8220;'	9,148




Cluster i: 1351
total projects:2
total patterns:1
'&#8217;'	9,148




Cluster i: 1352
total projects:2
total patterns:1
'&#8216;'	9,148




Cluster i: 1353
total projects:2
total patterns:1
'&#8212;'	9,148




Cluster i: 1354
total projects:2
total patterns:1
'&#8211;'	9,148




Cluster i: 1355
total projects:2
total patterns:1
'[xh]vc0'	1317,1501




Cluster i: 1356
total projects:2
total patterns:1
'.tar.gz'	1028,1039




Cluster i: 1357
total projects:2
total patterns:1
'rc_view'	109,182




Cluster i: 1358
total projects:2
total patterns:1
'^/admin'	269,1140




Cluster i: 1359
total projects:2
total patterns:1
'\\w{12}'	568,1144




Cluster i: 1360
total projects:2
total patterns:1
'MIGRATE'	1317,1501




Cluster i: 1361
total projects:2
total patterns:1
'stopped'	1317,1501




Cluster i: 1362
total projects:2
total patterns:1
'Red Hat'	1317,1501




Cluster i: 1363
total projects:2
total patterns:1
'^h\\d+$'	757,1087




Cluster i: 1364
total projects:2
total patterns:1
'^v[0-9]'	103,130




Cluster i: 1365
total projects:2
total patterns:1
'#!.*\\n'	534,1466




Cluster i: 1366
total projects:2
total patterns:1
';(\\s+)'	753,942




Cluster i: 1367
total projects:2
total patterns:1
'blocked'	1317,1501




Cluster i: 1368
total projects:2
total patterns:1
'an open'	1317,1501




Cluster i: 1369
total projects:2
total patterns:1
'#d8e8ff'	757,1087




Cluster i: 1370
total projects:2
total patterns:1
'Index: '	103,130




Cluster i: 1371
total projects:2
total patterns:1
'@dists='	171,1381




Cluster i: 1372
total projects:2
total patterns:1
'\\?(.*)'	1248,1488




Cluster i: 1373
total projects:2
total patterns:1
'v=(.*)$'	382,386




Cluster i: 1374
total projects:2
total patterns:1
'\\W_\\('	1223,1420




Cluster i: 1375
total projects:2
total patterns:1
'running'	1317,1501




Cluster i: 1376
total projects:2
total patterns:1
'\\\\\\$'	518,787




Cluster i: 1377
total projects:2
total patterns:1
'/dev/sd'	779,1407




Cluster i: 1378
total projects:2
total patterns:1
'Party: '	109,182




Cluster i: 1379
total projects:2
total patterns:1
'hwidcmd'	1317,1501




Cluster i: 1380
total projects:2
total patterns:1
'mapper/'	779,1407
